generation,n_eval,obj_min,obj_median,obj_max,best_obj_in_generation
324,180,0.09309083223342896,0.3028256595134735,12.391031265258789,0.09309083223342896
325,180,0.09280592203140259,0.187774658203125,10.367816925048828,0.09280592203140259
326,180,0.09302306175231934,0.9768794775009155,12.094919204711914,0.09302306175231934
327,180,0.09310036897659302,1.064343512058258,13.056139945983887,0.09310036897659302
328,180,0.09299403429031372,0.16690725088119507,12.440949440002441,0.09299403429031372
329,180,0.09307265281677246,0.9465886354446411,14.370399475097656,0.09307265281677246
330,180,0.09287768602371216,0.13112694025039673,12.009636878967285,0.09287768602371216
331,180,0.09281361103057861,0.5108135640621185,11.835633277893066,0.09281361103057861
332,180,0.09289342164993286,0.784300297498703,11.438627243041992,0.09289342164993286
333,180,0.09290528297424316,1.3623763918876648,12.940810203552246,0.09290528297424316
334,180,0.0929364562034607,0.13202619552612305,11.93409538269043,0.0929364562034607
335,180,0.09291231632232666,0.16822287440299988,12.182726860046387,0.09291231632232666
336,180,0.09262722730636597,1.204489529132843,16.120418548583984,0.09262722730636597
337,180,0.09292221069335938,1.338543176651001,15.212603569030762,0.09292221069335938
338,180,0.09271681308746338,1.1810771822929382,23.05391502380371,0.09271681308746338
339,180,0.09268373250961304,1.2427887916564941,11.686376571655273,0.09268373250961304
340,180,0.09274697303771973,1.339596688747406,11.788041114807129,0.09274697303771973
341,180,0.0928502082824707,1.2993850708007812,11.640172958374023,0.0928502082824707
342,180,0.09287965297698975,1.0973901748657227,12.01876449584961,0.09287965297698975
343,180,0.09268611669540405,1.2250289916992188,11.51826286315918,0.09268611669540405
344,180,0.0931020975112915,1.1606221199035645,15.834773063659668,0.0931020975112915
345,180,0.09298217296600342,1.4537283778190613,13.069899559020996,0.09298217296600342
346,180,0.09288465976715088,1.3888071179389954,14.228271484375,0.09288465976715088
347,180,0.0928260087966919,1.2143630981445312,11.164531707763672,0.0928260087966919
348,180,0.09285277128219604,1.0729580521583557,11.194957733154297,0.09285277128219604
349,180,0.09290599822998047,1.2601885795593262,12.033790588378906,0.09290599822998047
350,180,0.0926661491394043,1.008827030658722,20.582862854003906,0.0926661491394043
351,180,0.09268701076507568,1.6635195016860962,16.68724250793457,0.09268701076507568
352,180,0.0926978588104248,1.6307514309883118,11.237147331237793,0.0926978588104248
353,180,0.09290432929992676,1.134694218635559,13.2578706741333,0.09290432929992676
354,180,0.09281027317047119,1.2314621210098267,12.184649467468262,0.09281027317047119
